Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Final_Assignment/Saucedemo/Saucedemo_Login_Data,Chrome 110.0.0.0,,,2023-06-09 15:57:18,2023-06-09 15:57:26,7.600s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-06-09 15:57:18,2023-06-09 15:57:19,0.848s,PASSED
"click(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/input_Swag Labs_user-name""))",Chrome 110.0.0.0,,,2023-06-09 15:57:19,2023-06-09 15:57:19,0.489s,PASSED
"click(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/div_Accepted usernames arestandard_userlock_0ab16f""))",Chrome 110.0.0.0,,,2023-06-09 15:57:19,2023-06-09 15:57:20,0.466s,PASSED
"setText(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/input_Swag Labs_user-name""), Username)",Chrome 110.0.0.0,,,2023-06-09 15:57:20,2023-06-09 15:57:21,0.921s,PASSED
"click(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/div_Password for all userssecret_sauce""))",Chrome 110.0.0.0,,,2023-06-09 15:57:21,2023-06-09 15:57:21,0.476s,PASSED
"setText(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/input_Swag Labs_password""), Password)",Chrome 110.0.0.0,,,2023-06-09 15:57:21,2023-06-09 15:57:22,0.830s,PASSED
"click(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 110.0.0.0,,,2023-06-09 15:57:22,2023-06-09 15:57:23,0.488s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-06-09 15:57:23,2023-06-09 15:57:26,3.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 110.0.0.0,,,2023-06-09 15:57:26,2023-06-09 15:57:26,0.071s,PASSED
,,,,,,,
Test Cases/Final_Assignment/Saucedemo/Saucedemo_Login_Data,Chrome 110.0.0.0,,,2023-06-09 15:57:26,2023-06-09 15:57:33,7.561s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-06-09 15:57:26,2023-06-09 15:57:27,0.882s,PASSED
"click(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/input_Swag Labs_user-name""))",Chrome 110.0.0.0,,,2023-06-09 15:57:27,2023-06-09 15:57:27,0.585s,PASSED
"click(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/div_Accepted usernames arestandard_userlock_0ab16f""))",Chrome 110.0.0.0,,,2023-06-09 15:57:27,2023-06-09 15:57:28,0.365s,PASSED
"setText(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/input_Swag Labs_user-name""), Username)",Chrome 110.0.0.0,,,2023-06-09 15:57:28,2023-06-09 15:57:28,0.916s,PASSED
"click(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/div_Password for all userssecret_sauce""))",Chrome 110.0.0.0,,,2023-06-09 15:57:28,2023-06-09 15:57:29,0.475s,PASSED
"setText(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/input_Swag Labs_password""), Password)",Chrome 110.0.0.0,,,2023-06-09 15:57:29,2023-06-09 15:57:30,0.841s,PASSED
"click(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 110.0.0.0,,,2023-06-09 15:57:30,2023-06-09 15:57:30,0.417s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-06-09 15:57:30,2023-06-09 15:57:33,3.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 110.0.0.0,,,2023-06-09 15:57:33,2023-06-09 15:57:33,0.072s,PASSED
,,,,,,,
Test Cases/Final_Assignment/Saucedemo/Saucedemo_Login_Data,Chrome 110.0.0.0,,,2023-06-09 15:57:33,2023-06-09 15:57:46,12.533s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-06-09 15:57:33,2023-06-09 15:57:34,0.855s,PASSED
"click(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/input_Swag Labs_user-name""))",Chrome 110.0.0.0,,,2023-06-09 15:57:34,2023-06-09 15:57:35,0.487s,PASSED
"click(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/div_Accepted usernames arestandard_userlock_0ab16f""))",Chrome 110.0.0.0,,,2023-06-09 15:57:35,2023-06-09 15:57:35,0.465s,PASSED
"setText(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/input_Swag Labs_user-name""), Username)",Chrome 110.0.0.0,,,2023-06-09 15:57:35,2023-06-09 15:57:36,0.830s,PASSED
"click(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/div_Password for all userssecret_sauce""))",Chrome 110.0.0.0,,,2023-06-09 15:57:36,2023-06-09 15:57:36,0.473s,PASSED
"setText(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/input_Swag Labs_password""), Password)",Chrome 110.0.0.0,,,2023-06-09 15:57:36,2023-06-09 15:57:37,0.824s,PASSED
"click(findTestObject(""Object Repository/Assignment/Data_Driven_Testing/Saucedemo_Login/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 110.0.0.0,,,2023-06-09 15:57:37,2023-06-09 15:57:43,5.511s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-06-09 15:57:43,2023-06-09 15:57:46,3.003s,PASSED
Start listener action : sampleAfterTestCase,Chrome 110.0.0.0,,,2023-06-09 15:57:46,2023-06-09 15:57:46,0.073s,PASSED
