Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Saucedemo,Chrome 110.0.0.0,,,2023-06-09 15:54:03,2023-06-09 15:55:36,1m - 32.266s,PASSED
,,,,,,,
Test Cases/Final_Assignment/Saucedemo/Saucedemo_Request_Demosite,Chrome 110.0.0.0,,,2023-06-09 15:54:04,2023-06-09 15:54:50,46.488s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-06-09 15:54:04,2023-06-09 15:54:05,1.586s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-06-09 15:54:05,2023-06-09 15:54:06,0.499s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-06-09 15:54:06,2023-06-09 15:54:06,0.133s,PASSED
navigateToUrl(Saucedemo),Chrome 110.0.0.0,,,2023-06-09 15:54:06,2023-06-09 15:54:07,0.441s,PASSED
"com.Saucedemo_Login.Login(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Swag Labs_user-name"", EndUser, ""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Swag Labs_password"", Password, ""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Swag Labs_login-button"")",Chrome 110.0.0.0,,,2023-06-09 15:54:07,2023-06-09 15:54:09,2.256s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-06-09 15:54:09,2023-06-09 15:54:12,3.021s,PASSED
"getUrl().equals(""https://www.saucedemo.com/inventory.html"")",Chrome 110.0.0.0,,,2023-06-09 15:54:12,2023-06-09 15:54:12,0.018s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Swag Labs_login-button""), 1)",Chrome 110.0.0.0,,,2023-06-09 15:54:12,2023-06-09 15:54:12,0.331s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/button_Open Menu""))",Chrome 110.0.0.0,,,2023-06-09 15:54:12,2023-06-09 15:54:12,0.293s,PASSED
