Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByValue(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Request a Sauce Labs Demo/select_Select.Sauce Cross-BrowserSauce Mobi_6b7086""), ""Cross-Browser Testing"", true)",Chrome 110.0.0.0,,,2023-06-12 10:38:10,2023-06-12 10:38:11,1.393s,PASSED
"setText(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Request a Sauce Labs Demo/textarea__Sales_Contact_Comments__c""), ""none"")",Chrome 110.0.0.0,,,2023-06-12 10:38:11,2023-06-12 10:38:13,1.829s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Request a Sauce Labs Demo/label_Please check this box if youd like to_15e628""))",Chrome 110.0.0.0,,,2023-06-12 10:38:13,2023-06-12 10:38:13,0.595s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Request a Sauce Labs Demo/button_Submit""))",Chrome 110.0.0.0,,,2023-06-12 10:38:13,2023-06-12 10:38:14,0.513s,PASSED
"verifyTextPresent(""Enter valid business email address"", false)",Chrome 110.0.0.0,,,2023-06-12 10:38:14,2023-06-12 10:38:15,1.042s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Request a Sauce Labs Demo/span_Company details""))",Chrome 110.0.0.0,,,2023-06-12 10:38:15,2023-06-12 10:38:17,2.431s,PASSED
"setText(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Request a Sauce Labs Demo/input__Email""), Email2)",Chrome 110.0.0.0,,,2023-06-12 10:38:17,2023-06-12 10:38:18,1.092s,PASSED
"verifyElementAttributeValue(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Request a Sauce Labs Demo/input__Email""), ""value"", Email2, 0)",Chrome 110.0.0.0,,,2023-06-12 10:38:18,2023-06-12 10:38:19,0.587s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Request a Sauce Labs Demo/button_Submit""))",Chrome 110.0.0.0,,,2023-06-12 10:38:19,2023-06-12 10:38:20,1.006s,PASSED
delay(5),Chrome 110.0.0.0,,,2023-06-12 10:38:20,2023-06-12 10:38:25,5.002s,PASSED
"verifyTextPresent(""Thank you for your request."", false)",Chrome 110.0.0.0,,,2023-06-12 10:38:25,2023-06-12 10:38:26,0.743s,PASSED
delay(2),Chrome 110.0.0.0,,,2023-06-12 10:38:26,2023-06-12 10:38:28,2.002s,PASSED
closeBrowser(),Chrome 110.0.0.0,,,2023-06-12 10:38:28,2023-06-12 10:38:28,0.091s,PASSED
,,,,,,,
Test Cases/Final_Assignment/Saucedemo/Saucedemo_Addtocart,Chrome 110.0.0.0,,,2023-06-12 10:38:28,2023-06-12 10:38:51,23.159s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-06-12 10:38:28,2023-06-12 10:38:28,0.340s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-06-12 10:38:28,2023-06-12 10:38:29,0.118s,PASSED
navigateToUrl(Saucedemo),Chrome 110.0.0.0,,,2023-06-12 10:38:29,2023-06-12 10:38:29,0.490s,PASSED
"com.Saucedemo_Login.Login(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Swag Labs_user-name"", EndUser, ""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Swag Labs_password"", Password, ""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Swag Labs_login-button"")",Chrome 110.0.0.0,,,2023-06-12 10:38:29,2023-06-12 10:38:31,2.328s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-06-12 10:38:31,2023-06-12 10:38:34,3.002s,PASSED
"getUrl().equals(""https://www.saucedemo.com/inventory.html"")",Chrome 110.0.0.0,,,2023-06-12 10:38:34,2023-06-12 10:38:34,0.009s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/button_Add to cart""))",Chrome 110.0.0.0,,,2023-06-12 10:38:34,2023-06-12 10:38:35,0.471s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/button_Add to cart_1""))",Chrome 110.0.0.0,,,2023-06-12 10:38:35,2023-06-12 10:38:35,0.576s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/a_2""))",Chrome 110.0.0.0,,,2023-06-12 10:38:35,2023-06-12 10:38:36,0.574s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/button_Remove""))",Chrome 110.0.0.0,,,2023-06-12 10:38:36,2023-06-12 10:38:37,0.580s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/button_Checkout""))",Chrome 110.0.0.0,,,2023-06-12 10:38:37,2023-06-12 10:38:37,0.586s,PASSED
"verifyTextPresent(""Checkout: Your Information"", false)",Chrome 110.0.0.0,,,2023-06-12 10:38:37,2023-06-12 10:38:38,0.545s,PASSED
"setText(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Checkout Your Information_firstName""), Firstname)",Chrome 110.0.0.0,,,2023-06-12 10:38:38,2023-06-12 10:38:39,0.820s,PASSED
"verifyElementAttributeValue(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Checkout Your Information_firstName""), ""value"", Firstname, 1)",Chrome 110.0.0.0,,,2023-06-12 10:38:39,2023-06-12 10:38:39,0.560s,PASSED
"setText(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Checkout Your Information_lastName""), Lastname)",Chrome 110.0.0.0,,,2023-06-12 10:38:39,2023-06-12 10:38:40,0.722s,PASSED
"verifyElementAttributeValue(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Checkout Your Information_lastName""), ""value"", Lastname, 1)",Chrome 110.0.0.0,,,2023-06-12 10:38:40,2023-06-12 10:38:40,0.451s,PASSED
"setText(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Checkout Your Information_postalCode""), Pincode)",Chrome 110.0.0.0,,,2023-06-12 10:38:40,2023-06-12 10:38:41,0.826s,PASSED
"verifyElementAttributeValue(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Checkout Your Information_postalCode""), ""value"", Pincode, 1)",Chrome 110.0.0.0,,,2023-06-12 10:38:41,2023-06-12 10:38:42,0.452s,PASSED
delay(2),Chrome 110.0.0.0,,,2023-06-12 10:38:42,2023-06-12 10:38:44,2.001s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Cancel_continue""))",Chrome 110.0.0.0,,,2023-06-12 10:38:44,2023-06-12 10:38:44,0.482s,PASSED
"verifyTextPresent(""Payment Information"", false)",Chrome 110.0.0.0,,,2023-06-12 10:38:44,2023-06-12 10:38:45,0.542s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/button_Finish""))",Chrome 110.0.0.0,,,2023-06-12 10:38:45,2023-06-12 10:38:45,0.475s,PASSED
"verifyTextPresent(""Thank you for your order!"", false)",Chrome 110.0.0.0,,,2023-06-12 10:38:45,2023-06-12 10:38:46,0.537s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/button_Back Home""))",Chrome 110.0.0.0,,,2023-06-12 10:38:46,2023-06-12 10:38:46,0.367s,PASSED
delay(5),Chrome 110.0.0.0,,,2023-06-12 10:38:46,2023-06-12 10:38:51,5.002s,PASSED
closeBrowser(),Chrome 110.0.0.0,,,2023-06-12 10:38:51,2023-06-12 10:38:51,0.075s,PASSED
,,,,,,,
Test Cases/Final_Assignment/Alerts/Alerts,Chrome 110.0.0.0,,,2023-06-12 10:39:04,2023-06-12 10:39:08,4.334s,FAILED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-06-12 10:39:04,2023-06-12 10:39:04,0.490s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-06-12 10:39:04,2023-06-12 10:39:04,0.116s,PASSED
navigateToUrl(Alert),Chrome 110.0.0.0,,,2023-06-12 10:39:04,2023-06-12 10:39:05,0.499s,PASSED
"click(findTestObject(""Object Repository/Assignment/Alerts/Page_Alerts/a_Alert with OK""))",Chrome 110.0.0.0,,,2023-06-12 10:39:05,2023-06-12 10:39:05,0.476s,PASSED
"click(findTestObject(""Object Repository/Assignment/Alerts/Page_Alerts/button_click the button to display an  alert box""))",Chrome 110.0.0.0,,,2023-06-12 10:39:05,2023-06-12 10:39:06,0.475s,PASSED
waitForAlert(5),Chrome 110.0.0.0,,,2023-06-12 10:39:06,2023-06-12 10:39:06,0.007s,PASSED
delay(2),Chrome 110.0.0.0,,,2023-06-12 10:39:06,2023-06-12 10:39:08,2.002s,PASSED
acceptAlert(),Chrome 110.0.0.0,,,2023-06-12 10:39:08,2023-06-12 10:39:08,0.259s,FAILED
