Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Checkout Your Information_lastName""), Lastname)",Chrome 110.0.0.0,,,2023-06-12 10:54:53,2023-06-12 10:54:54,0.962s,PASSED
"verifyElementAttributeValue(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Checkout Your Information_lastName""), ""value"", Lastname, 1)",Chrome 110.0.0.0,,,2023-06-12 10:54:54,2023-06-12 10:54:55,0.566s,PASSED
"setText(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Checkout Your Information_postalCode""), Pincode)",Chrome 110.0.0.0,,,2023-06-12 10:54:55,2023-06-12 10:54:56,0.950s,PASSED
"verifyElementAttributeValue(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Checkout Your Information_postalCode""), ""value"", Pincode, 1)",Chrome 110.0.0.0,,,2023-06-12 10:54:56,2023-06-12 10:54:56,0.568s,PASSED
delay(2),Chrome 110.0.0.0,,,2023-06-12 10:54:56,2023-06-12 10:54:58,2.002s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/input_Cancel_continue""))",Chrome 110.0.0.0,,,2023-06-12 10:54:58,2023-06-12 10:54:59,0.490s,PASSED
"verifyTextPresent(""Payment Information"", false)",Chrome 110.0.0.0,,,2023-06-12 10:54:59,2023-06-12 10:54:59,0.556s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/button_Finish""))",Chrome 110.0.0.0,,,2023-06-12 10:54:59,2023-06-12 10:55:00,0.388s,PASSED
"verifyTextPresent(""Thank you for your order!"", false)",Chrome 110.0.0.0,,,2023-06-12 10:55:00,2023-06-12 10:55:00,0.552s,PASSED
"click(findTestObject(""Object Repository/Assignment/SauceDemo/Page_Swag Labs/button_Back Home""))",Chrome 110.0.0.0,,,2023-06-12 10:55:00,2023-06-12 10:55:01,0.482s,PASSED
delay(5),Chrome 110.0.0.0,,,2023-06-12 10:55:01,2023-06-12 10:55:06,5.002s,PASSED
closeBrowser(),Chrome 110.0.0.0,,,2023-06-12 10:55:06,2023-06-12 10:55:06,0.077s,PASSED
,,,,,,,
Test Cases/Final_Assignment/Alerts/Alerts,Chrome 110.0.0.0,,,2023-06-12 10:55:06,2023-06-12 10:55:17,10.793s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-06-12 10:55:06,2023-06-12 10:55:07,0.429s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-06-12 10:55:07,2023-06-12 10:55:07,0.124s,PASSED
navigateToUrl(Alert),Chrome 110.0.0.0,,,2023-06-12 10:55:07,2023-06-12 10:55:07,0.532s,PASSED
"click(findTestObject(""Object Repository/Assignment/Alerts/Page_Alerts/a_Alert with OK""))",Chrome 110.0.0.0,,,2023-06-12 10:55:07,2023-06-12 10:55:08,0.514s,PASSED
"click(findTestObject(""Object Repository/Assignment/Alerts/Page_Alerts/button_click the button to display an  alert box""))",Chrome 110.0.0.0,,,2023-06-12 10:55:08,2023-06-12 10:55:08,0.480s,PASSED
waitForAlert(5),Chrome 110.0.0.0,,,2023-06-12 10:55:08,2023-06-12 10:55:08,0.012s,PASSED
acceptAlert(),Chrome 110.0.0.0,,,2023-06-12 10:55:08,2023-06-12 10:55:08,0.022s,PASSED
"click(findTestObject(""Object Repository/Assignment/Alerts/Page_Alerts/a_Alert with OK  Cancel""))",Chrome 110.0.0.0,,,2023-06-12 10:55:08,2023-06-12 10:55:09,0.523s,PASSED
"click(findTestObject(""Object Repository/Assignment/Alerts/Page_Alerts/button_click the button to display a confirm box""))",Chrome 110.0.0.0,,,2023-06-12 10:55:09,2023-06-12 10:55:09,0.605s,PASSED
waitForAlert(5),Chrome 110.0.0.0,,,2023-06-12 10:55:09,2023-06-12 10:55:09,0.006s,PASSED
acceptAlert(),Chrome 110.0.0.0,,,2023-06-12 10:55:09,2023-06-12 10:55:09,0.017s,PASSED
"click(findTestObject(""Object Repository/Assignment/Alerts/Page_Alerts/a_Alert with OK  Cancel""))",Chrome 110.0.0.0,,,2023-06-12 10:55:09,2023-06-12 10:55:10,0.611s,PASSED
"click(findTestObject(""Object Repository/Assignment/Alerts/Page_Alerts/button_click the button to display a confirm box""))",Chrome 110.0.0.0,,,2023-06-12 10:55:10,2023-06-12 10:55:10,0.373s,PASSED
waitForAlert(5),Chrome 110.0.0.0,,,2023-06-12 10:55:10,2023-06-12 10:55:10,0.009s,PASSED
dismissAlert(),Chrome 110.0.0.0,,,2023-06-12 10:55:10,2023-06-12 10:55:11,0.024s,PASSED
"click(findTestObject(""Object Repository/Assignment/Alerts/Page_Alerts/a_Alert with Textbox""))",Chrome 110.0.0.0,,,2023-06-12 10:55:11,2023-06-12 10:55:11,0.517s,PASSED
"click(findTestObject(""Object Repository/Assignment/Alerts/Page_Alerts/button_click the button to demonstrate the _b1783c""))",Chrome 110.0.0.0,,,2023-06-12 10:55:11,2023-06-12 10:55:12,0.594s,PASSED
waitForAlert(5),Chrome 110.0.0.0,,,2023-06-12 10:55:12,2023-06-12 10:55:12,0.005s,PASSED
"setAlertText(""Kunj"")",Chrome 110.0.0.0,,,2023-06-12 10:55:12,2023-06-12 10:55:12,0.030s,PASSED
acceptAlert(),Chrome 110.0.0.0,,,2023-06-12 10:55:12,2023-06-12 10:55:12,0.017s,PASSED
delay(5),Chrome 110.0.0.0,,,2023-06-12 10:55:12,2023-06-12 10:55:17,5.002s,PASSED
closeBrowser(),Chrome 110.0.0.0,,,2023-06-12 10:55:17,2023-06-12 10:55:17,0.074s,PASSED
